time,sel_coef,mu_prob,Ne,L,k_start,q_prob,mean_fitness,epistasis_coef
0,0.00100,0.00010,100,100,0,0.1000,1.00000000,0.19993727
1000,0.00100,0.00010,100,100,0,0.1000,1.00000000,0.20365587
2000,0.00100,0.00010,100,100,0,0.1000,0.99900050,0.20216208
3000,0.00100,0.00010,100,100,0,0.1000,0.99900050,0.20417166
4000,0.00100,0.00010,100,100,0,0.1000,0.99884813,0.20429286
5000,0.00100,0.00010,100,100,0,0.1000,0.99884794,0.20436675
6000,0.00100,0.00010,100,100,0,0.1000,0.99884930,0.20251363
7000,0.00100,0.00010,100,100,0,0.1000,0.99885081,0.20038130
8000,0.00100,0.00010,100,100,0,0.1000,0.99885238,0.19832616
9000,0.00100,0.00010,100,100,0,0.1000,0.99885259,0.19790094
10000,0.00100,0.00010,100,100,0,0.1000,0.99885404,0.19606886
11000,0.00100,0.00010,100,100,0,0.1000,0.99885378,0.19631454
12000,0.00100,0.00010,100,100,0,0.1000,0.99885442,0.19548802
13000,0.00100,0.00010,100,100,0,0.1000,0.99885382,0.19610943
14000,0.00100,0.00010,100,100,0,0.1000,0.99885193,0.19847828
15000,0.00100,0.00010,100,100,0,0.1000,0.99885036,0.20033732
16000,0.00100,0.00010,100,100,0,0.1000,0.99885016,0.20038505
17000,0.00100,0.00010,100,100,0,0.1000,0.99884929,0.20125337
18000,0.00100,0.00010,100,100,0,0.1000,0.99884778,0.20276195
19000,0.00100,0.00010,100,100,0,0.1000,0.99884629,0.20422620
20000,0.00100,0.00010,100,100,0,0.1000,0.99884912,0.20078688
21000,0.00100,0.00010,100,100,0,0.1000,0.99884700,0.20280908
22000,0.00100,0.00010,100,100,0,0.1000,0.99884855,0.20038275
23000,0.00100,0.00010,100,100,0,0.1000,0.99874680,0.19896399
24000,0.00100,0.00010,100,100,0,0.1000,0.99873871,0.20183723
25000,0.00100,0.00010,100,100,0,0.1000,0.99873729,0.20160363
26000,0.00100,0.00010,100,100,0,0.1000,0.99872183,0.20844663
27000,0.00100,0.00010,100,100,0,0.1000,0.99863179,0.20658906
28000,0.00100,0.00010,100,100,0,0.1000,0.99850158,0.20327597
29000,0.00100,0.00010,100,100,0,0.1000,0.99850427,0.20303082
30000,0.00100,0.00010,100,100,0,0.1000,0.99850855,0.20203936
31000,0.00100,0.00010,100,100,0,0.1000,0.99848068,0.19907368
32000,0.00100,0.00010,100,100,0,0.1000,0.99853105,0.19547115
33000,0.00100,0.00010,100,100,0,0.1000,0.99853253,0.19394025
34000,0.00100,0.00010,100,100,0,0.1000,0.99847208,0.19638207
35000,0.00100,0.00010,100,100,0,0.1000,0.99846908,0.19705657
36000,0.00100,0.00010,100,100,0,0.1000,0.99846565,0.19671590
37000,0.00100,0.00010,100,100,0,0.1000,0.99852920,0.19516677
38000,0.00100,0.00010,100,100,0,0.1000,0.99851118,0.19756976
39000,0.00100,0.00010,100,100,0,0.1000,0.99851423,0.19826037
40000,0.00100,0.00010,100,100,0,0.1000,0.99850852,0.19754454
41000,0.00100,0.00010,100,100,0,0.1000,0.99850090,0.19731600
42000,0.00100,0.00010,100,100,0,0.1000,0.99848589,0.20001878
43000,0.00100,0.00010,100,100,0,0.1000,0.99846750,0.20196930
44000,0.00100,0.00010,100,100,0,0.1000,0.99837695,0.20654408
45000,0.00100,0.00010,100,100,0,0.1000,0.99834473,0.20746136
46000,0.00100,0.00010,100,100,0,0.1000,0.99833369,0.20960452
47000,0.00100,0.00010,100,100,0,0.1000,0.99832700,0.21040267
48000,0.00100,0.00010,100,100,0,0.1000,0.99832715,0.21191372
49000,0.00100,0.00010,100,100,0,0.1000,0.99835027,0.21073127
50000,0.00100,0.00010,100,100,0,0.1000,0.99832079,0.21097389
51000,0.00100,0.00010,100,100,0,0.1000,0.99814512,0.21589126
52000,0.00100,0.00010,100,100,0,0.1000,0.99820284,0.21350617
53000,0.00100,0.00010,100,100,0,0.1000,0.99826441,0.21295965
54000,0.00100,0.00010,100,100,0,0.1000,0.99828717,0.21159226
55000,0.00100,0.00010,100,100,0,0.1000,0.99828592,0.21046108
56000,0.00100,0.00010,100,100,0,0.1000,0.99827560,0.20733032
57000,0.00100,0.00010,100,100,0,0.1000,0.99827065,0.20803214
58000,0.00100,0.00010,100,100,0,0.1000,0.99828703,0.20735225
59000,0.00100,0.00010,100,100,0,0.1000,0.99827255,0.20495101
60000,0.00100,0.00010,100,100,0,0.1000,0.99816426,0.20780822
61000,0.00100,0.00010,100,100,0,0.1000,0.99824171,0.20311270
62000,0.00100,0.00010,100,100,0,0.1000,0.99833343,0.19865863
63000,0.00100,0.00010,100,100,0,0.1000,0.99835675,0.19670018
64000,0.00100,0.00010,100,100,0,0.1000,0.99834771,0.19696554
65000,0.00100,0.00010,100,100,0,0.1000,0.99833990,0.19719200
66000,0.00100,0.00010,100,100,0,0.1000,0.99833108,0.19922649
67000,0.00100,0.00010,100,100,0,0.1000,0.99838601,0.19485988
68000,0.00100,0.00010,100,100,0,0.1000,0.99840335,0.19350946
69000,0.00100,0.00010,100,100,0,0.1000,0.99843484,0.18839136
70000,0.00100,0.00010,100,100,0,0.1000,0.99840528,0.19160799
71000,0.00100,0.00010,100,100,0,0.1000,0.99835338,0.19190709
72000,0.00100,0.00010,100,100,0,0.1000,0.99835279,0.19250720
73000,0.00100,0.00010,100,100,0,0.1000,0.99836090,0.19224451
74000,0.00100,0.00010,100,100,0,0.1000,0.99835637,0.19003011
75000,0.00100,0.00010,100,100,0,0.1000,0.99831266,0.19344457
76000,0.00100,0.00010,100,100,0,0.1000,0.99830801,0.19600294
77000,0.00100,0.00010,100,100,0,0.1000,0.99830743,0.19584382
78000,0.00100,0.00010,100,100,0,0.1000,0.99831600,0.19439562
79000,0.00100,0.00010,100,100,0,0.1000,0.99832800,0.19393501
80000,0.00100,0.00010,100,100,0,0.1000,0.99832849,0.19302586
81000,0.00100,0.00010,100,100,0,0.1000,0.99826190,0.19407996
82000,0.00100,0.00010,100,100,0,0.1000,0.99821270,0.19509705
83000,0.00100,0.00010,100,100,0,0.1000,0.99824048,0.19193682
84000,0.00100,0.00010,100,100,0,0.1000,0.99825810,0.19087708
85000,0.00100,0.00010,100,100,0,0.1000,0.99823552,0.18964749
86000,0.00100,0.00010,100,100,0,0.1000,0.99822233,0.18978545
87000,0.00100,0.00010,100,100,0,0.1000,0.99809180,0.19268648
88000,0.00100,0.00010,100,100,0,0.1000,0.99810604,0.19303939
89000,0.00100,0.00010,100,100,0,0.1000,0.99822656,0.18807527
90000,0.00100,0.00010,100,100,0,0.1000,0.99825686,0.18645818
91000,0.00100,0.00010,100,100,0,0.1000,0.99825671,0.18653035
92000,0.00100,0.00010,100,100,0,0.1000,0.99825754,0.18523037
93000,0.00100,0.00010,100,100,0,0.1000,0.99821377,0.18346028
94000,0.00100,0.00010,100,100,0,0.1000,0.99819861,0.18526303
95000,0.00100,0.00010,100,100,0,0.1000,0.99820392,0.18512767
96000,0.00100,0.00010,100,100,0,0.1000,0.99815814,0.18786239
97000,0.00100,0.00010,100,100,0,0.1000,0.99816035,0.18324896
98000,0.00100,0.00010,100,100,0,0.1000,0.99819720,0.18352043
99000,0.00100,0.00010,100,100,0,0.1000,0.99809380,0.18513656
100000,0.00100,0.00010,100,100,0,0.1000,0.99814395,0.18253987
101000,0.00100,0.00010,100,100,0,0.1000,0.99809291,0.18056746
102000,0.00100,0.00010,100,100,0,0.1000,0.99808146,0.18259003
103000,0.00100,0.00010,100,100,0,0.1000,0.99815150,0.18299918
104000,0.00100,0.00010,100,100,0,0.1000,0.99822339,0.18019108
105000,0.00100,0.00010,100,100,0,0.1000,0.99816007,0.18581017
106000,0.00100,0.00010,100,100,0,0.1000,0.99805580,0.18579366
107000,0.00100,0.00010,100,100,0,0.1000,0.99808024,0.18449324
108000,0.00100,0.00010,100,100,0,0.1000,0.99809865,0.18386819
109000,0.00100,0.00010,100,100,0,0.1000,0.99817278,0.18313584
110000,0.00100,0.00010,100,100,0,0.1000,0.99818621,0.18236525
111000,0.00100,0.00010,100,100,0,0.1000,0.99818214,0.17948538
112000,0.00100,0.00010,100,100,0,0.1000,0.99815950,0.17983888
113000,0.00100,0.00010,100,100,0,0.1000,0.99818913,0.17749192
114000,0.00100,0.00010,100,100,0,0.1000,0.99821751,0.17651700
115000,0.00100,0.00010,100,100,0,0.1000,0.99822882,0.17751070
116000,0.00100,0.00010,100,100,0,0.1000,0.99827101,0.17493339
117000,0.00100,0.00010,100,100,0,0.1000,0.99826721,0.17329107
118000,0.00100,0.00010,100,100,0,0.1000,0.99830200,0.17012555
119000,0.00100,0.00010,100,100,0,0.1000,0.99829737,0.16988364
120000,0.00100,0.00010,100,100,0,0.1000,0.99831197,0.16798269
121000,0.00100,0.00010,100,100,0,0.1000,0.99831131,0.16726379
122000,0.00100,0.00010,100,100,0,0.1000,0.99832946,0.16399499
123000,0.00100,0.00010,100,100,0,0.1000,0.99827990,0.16598066
124000,0.00100,0.00010,100,100,0,0.1000,0.99822964,0.16890210
125000,0.00100,0.00010,100,100,0,0.1000,0.99826338,0.16899340
126000,0.00100,0.00010,100,100,0,0.1000,0.99818347,0.16901357
127000,0.00100,0.00010,100,100,0,0.1000,0.99812241,0.17036936
128000,0.00100,0.00010,100,100,0,0.1000,0.99808590,0.17003122
129000,0.00100,0.00010,100,100,0,0.1000,0.99813206,0.16662376
130000,0.00100,0.00010,100,100,0,0.1000,0.99805853,0.16668495
131000,0.00100,0.00010,100,100,0,0.1000,0.99802851,0.16359890
132000,0.00100,0.00010,100,100,0,0.1000,0.99799895,0.16178313
133000,0.00100,0.00010,100,100,0,0.1000,0.99795855,0.16560189
134000,0.00100,0.00010,100,100,0,0.1000,0.99801354,0.16908951
135000,0.00100,0.00010,100,100,0,0.1000,0.99807915,0.16799413
136000,0.00100,0.00010,100,100,0,0.1000,0.99817179,0.16354927
137000,0.00100,0.00010,100,100,0,0.1000,0.99823325,0.16190586
138000,0.00100,0.00010,100,100,0,0.1000,0.99828212,0.15819054
139000,0.00100,0.00010,100,100,0,0.1000,0.99831973,0.15544970
140000,0.00100,0.00010,100,100,0,0.1000,0.99836842,0.15366541
141000,0.00100,0.00010,100,100,0,0.1000,0.99841667,0.14945854
142000,0.00100,0.00010,100,100,0,0.1000,0.99843494,0.14698227
143000,0.00100,0.00010,100,100,0,0.1000,0.99844499,0.14599181
144000,0.00100,0.00010,100,100,0,0.1000,0.99842761,0.14788677
145000,0.00100,0.00010,100,100,0,0.1000,0.99843377,0.14671093
146000,0.00100,0.00010,100,100,0,0.1000,0.99843222,0.14676595
147000,0.00100,0.00010,100,100,0,0.1000,0.99841746,0.14762504
148000,0.00100,0.00010,100,100,0,0.1000,0.99832377,0.15438105
149000,0.00100,0.00010,100,100,0,0.1000,0.99833067,0.15442789
150000,0.00100,0.00010,100,100,0,0.1000,0.99835107,0.15297444
151000,0.00100,0.00010,100,100,0,0.1000,0.99832045,0.15487921
152000,0.00100,0.00010,100,100,0,0.1000,0.99833139,0.15399812
153000,0.00100,0.00010,100,100,0,0.1000,0.99835629,0.15102799
154000,0.00100,0.00010,100,100,0,0.1000,0.99840047,0.14592683
155000,0.00100,0.00010,100,100,0,0.1000,0.99839169,0.14619529
156000,0.00100,0.00010,100,100,0,0.1000,0.99841783,0.14552271
157000,0.00100,0.00010,100,100,0,0.1000,0.99841883,0.14553418
158000,0.00100,0.00010,100,100,0,0.1000,0.99836600,0.14912107
159000,0.00100,0.00010,100,100,0,0.1000,0.99834642,0.14998573
160000,0.00100,0.00010,100,100,0,0.1000,0.99831451,0.15124068
161000,0.00100,0.00010,100,100,0,0.1000,0.99823938,0.15219694
162000,0.00100,0.00010,100,100,0,0.1000,0.99821233,0.14958966
163000,0.00100,0.00010,100,100,0,0.1000,0.99823956,0.14711841
164000,0.00100,0.00010,100,100,0,0.1000,0.99826839,0.14648118
165000,0.00100,0.00010,100,100,0,0.1000,0.99829886,0.14354211
166000,0.00100,0.00010,100,100,0,0.1000,0.99827663,0.14507935
167000,0.00100,0.00010,100,100,0,0.1000,0.99826862,0.14405642
168000,0.00100,0.00010,100,100,0,0.1000,0.99828430,0.14530573
169000,0.00100,0.00010,100,100,0,0.1000,0.99824108,0.14892448
170000,0.00100,0.00010,100,100,0,0.1000,0.99819105,0.14913784
171000,0.00100,0.00010,100,100,0,0.1000,0.99813837,0.15183945
172000,0.00100,0.00010,100,100,0,0.1000,0.99807119,0.15135407
173000,0.00100,0.00010,100,100,0,0.1000,0.99800287,0.15353682
174000,0.00100,0.00010,100,100,0,0.1000,0.99818578,0.15003531
175000,0.00100,0.00010,100,100,0,0.1000,0.99818713,0.14801886
176000,0.00100,0.00010,100,100,0,0.1000,0.99813608,0.15014665
177000,0.00100,0.00010,100,100,0,0.1000,0.99816812,0.14943015
178000,0.00100,0.00010,100,100,0,0.1000,0.99796738,0.15318685
179000,0.00100,0.00010,100,100,0,0.1000,0.99773823,0.15381676
180000,0.00100,0.00010,100,100,0,0.1000,0.99794182,0.15068822
181000,0.00100,0.00010,100,100,0,0.1000,0.99804857,0.15069663
182000,0.00100,0.00010,100,100,0,0.1000,0.99811210,0.15070528
183000,0.00100,0.00010,100,100,0,0.1000,0.99804434,0.15129837
184000,0.00100,0.00010,100,100,0,0.1000,0.99808987,0.15016952
185000,0.00100,0.00010,100,100,0,0.1000,0.99821074,0.14826706
186000,0.00100,0.00010,100,100,0,0.1000,0.99807488,0.15162512
187000,0.00100,0.00010,100,100,0,0.1000,0.99819476,0.14697727
188000,0.00100,0.00010,100,100,0,0.1000,0.99820792,0.15024181
189000,0.00100,0.00010,100,100,0,0.1000,0.99815214,0.15323969
190000,0.00100,0.00010,100,100,0,0.1000,0.99806697,0.15508890
191000,0.00100,0.00010,100,100,0,0.1000,0.99796038,0.15571024
192000,0.00100,0.00010,100,100,0,0.1000,0.99812344,0.15057168
193000,0.00100,0.00010,100,100,0,0.1000,0.99816762,0.14970685
194000,0.00100,0.00010,100,100,0,0.1000,0.99811492,0.15174781
195000,0.00100,0.00010,100,100,0,0.1000,0.99814821,0.15004623
196000,0.00100,0.00010,100,100,0,0.1000,0.99814326,0.14944391
197000,0.00100,0.00010,100,100,0,0.1000,0.99815160,0.14679454
198000,0.00100,0.00010,100,100,0,0.1000,0.99813181,0.14587198
199000,0.00100,0.00010,100,100,0,0.1000,0.99809902,0.14752819
200000,0.00100,0.00010,100,100,0,0.1000,0.99807351,0.14706390
201000,0.00100,0.00010,100,100,0,0.1000,0.99813956,0.14389995
202000,0.00100,0.00010,100,100,0,0.1000,0.99817784,0.14065542
203000,0.00100,0.00010,100,100,0,0.1000,0.99815691,0.14091386
204000,0.00100,0.00010,100,100,0,0.1000,0.99815667,0.14166977
205000,0.00100,0.00010,100,100,0,0.1000,0.99811508,0.14622479
206000,0.00100,0.00010,100,100,0,0.1000,0.99811911,0.14584814
207000,0.00100,0.00010,100,100,0,0.1000,0.99804158,0.14661732
208000,0.00100,0.00010,100,100,0,0.1000,0.99803924,0.14991939
209000,0.00100,0.00010,100,100,0,0.1000,0.99795924,0.15204726
210000,0.00100,0.00010,100,100,0,0.1000,0.99791311,0.15180762
211000,0.00100,0.00010,100,100,0,0.1000,0.99806273,0.14684456
212000,0.00100,0.00010,100,100,0,0.1000,0.99809372,0.14421836
213000,0.00100,0.00010,100,100,0,0.1000,0.99807147,0.14474592
214000,0.00100,0.00010,100,100,0,0.1000,0.99803697,0.14422848
215000,0.00100,0.00010,100,100,0,0.1000,0.99807695,0.14337638
216000,0.00100,0.00010,100,100,0,0.1000,0.99819729,0.13956128
217000,0.00100,0.00010,100,100,0,0.1000,0.99824150,0.13847886
218000,0.00100,0.00010,100,100,0,0.1000,0.99818312,0.14014016
219000,0.00100,0.00010,100,100,0,0.1000,0.99814547,0.13835465
220000,0.00100,0.00010,100,100,0,0.1000,0.99819097,0.13510252
221000,0.00100,0.00010,100,100,0,0.1000,0.99823198,0.13403336
222000,0.00100,0.00010,100,100,0,0.1000,0.99810946,0.13731793
223000,0.00100,0.00010,100,100,0,0.1000,0.99806992,0.13720461
224000,0.00100,0.00010,100,100,0,0.1000,0.99815361,0.13605455
225000,0.00100,0.00010,100,100,0,0.1000,0.99814446,0.13437265
226000,0.00100,0.00010,100,100,0,0.1000,0.99804873,0.13615849
227000,0.00100,0.00010,100,100,0,0.1000,0.99807113,0.13476206
228000,0.00100,0.00010,100,100,0,0.1000,0.99797290,0.13417491
229000,0.00100,0.00010,100,100,0,0.1000,0.99795947,0.13533516
230000,0.00100,0.00010,100,100,0,0.1000,0.99801670,0.13380203
231000,0.00100,0.00010,100,100,0,0.1000,0.99805880,0.13271552
232000,0.00100,0.00010,100,100,0,0.1000,0.99804615,0.13098058
233000,0.00100,0.00010,100,100,0,0.1000,0.99812829,0.13015479
234000,0.00100,0.00010,100,100,0,0.1000,0.99819225,0.12769030
235000,0.00100,0.00010,100,100,0,0.1000,0.99813951,0.12934498
236000,0.00100,0.00010,100,100,0,0.1000,0.99824286,0.12667324
237000,0.00100,0.00010,100,100,0,0.1000,0.99820056,0.12868167
238000,0.00100,0.00010,100,100,0,0.1000,0.99809830,0.12901856
239000,0.00100,0.00010,100,100,0,0.1000,0.99810133,0.13047280
240000,0.00100,0.00010,100,100,0,0.1000,0.99795485,0.13012284
241000,0.00100,0.00010,100,100,0,0.1000,0.99724313,0.13441444
242000,0.00100,0.00010,100,100,0,0.1000,0.99753570,0.13149900
243000,0.00100,0.00010,100,100,0,0.1000,0.99760967,0.12854080
244000,0.00100,0.00010,100,100,0,0.1000,0.99733659,0.12911948
245000,0.00100,0.00010,100,100,0,0.1000,0.99718796,0.13436731
246000,0.00100,0.00010,100,100,0,0.1000,0.99759253,0.13141899
247000,0.00100,0.00010,100,100,0,0.1000,0.99760318,0.12877560
248000,0.00100,0.00010,100,100,0,0.1000,0.99749645,0.13055011
249000,0.00100,0.00010,100,100,0,0.1000,0.99737113,0.13270063
250000,0.00100,0.00010,100,100,0,0.1000,0.99723287,0.13203797
251000,0.00100,0.00010,100,100,0,0.1000,0.99755825,0.12876219
252000,0.00100,0.00010,100,100,0,0.1000,0.99776748,0.12835138
253000,0.00100,0.00010,100,100,0,0.1000,0.99788984,0.12400253
254000,0.00100,0.00010,100,100,0,0.1000,0.99770564,0.12805403
255000,0.00100,0.00010,100,100,0,0.1000,0.99789338,0.12651984
256000,0.00100,0.00010,100,100,0,0.1000,0.99807068,0.12377387
257000,0.00100,0.00010,100,100,0,0.1000,0.99743207,0.13253481
258000,0.00100,0.00010,100,100,0,0.1000,0.99739013,0.13039347
259000,0.00100,0.00010,100,100,0,0.1000,0.99766432,0.12781532
260000,0.00100,0.00010,100,100,0,0.1000,0.99719345,0.13193690
261000,0.00100,0.00010,100,100,0,0.1000,0.99729421,0.12934944
262000,0.00100,0.00010,100,100,0,0.1000,0.99724252,0.13318968
263000,0.00100,0.00010,100,100,0,0.1000,0.99737235,0.13086443
264000,0.00100,0.00010,100,100,0,0.1000,0.99697510,0.13209300
265000,0.00100,0.00010,100,100,0,0.1000,0.99711798,0.12798141
266000,0.00100,0.00010,100,100,0,0.1000,0.99760853,0.12269246
267000,0.00100,0.00010,100,100,0,0.1000,0.99693626,0.12513678
268000,0.00100,0.00010,100,100,0,0.1000,0.99702701,0.12381681
269000,0.00100,0.00010,100,100,0,0.1000,0.99625181,0.12442689
270000,0.00100,0.00010,100,100,0,0.1000,0.99617783,0.12199336
271000,0.00100,0.00010,100,100,0,0.1000,0.99608245,0.12488767
272000,0.00100,0.00010,100,100,0,0.1000,0.99567914,0.12601758
273000,0.00100,0.00010,100,100,0,0.1000,0.99483536,0.13229934
274000,0.00100,0.00010,100,100,0,0.1000,0.99663861,0.12729521
275000,0.00100,0.00010,100,100,0,0.1000,0.99540229,0.13153315
276000,0.00100,0.00010,100,100,0,0.1000,0.99513729,0.13243095
277000,0.00100,0.00010,100,100,0,0.1000,0.99521462,0.13251379
278000,0.00100,0.00010,100,100,0,0.1000,0.99476293,0.12785625
279000,0.00100,0.00010,100,100,0,0.1000,0.99577355,0.12930125
280000,0.00100,0.00010,100,100,0,0.1000,0.99607640,0.12657504
281000,0.00100,0.00010,100,100,0,0.1000,0.99637089,0.12543742
282000,0.00100,0.00010,100,100,0,0.1000,0.99705540,0.12001923
283000,0.00100,0.00010,100,100,0,0.1000,0.99729118,0.11867438
284000,0.00100,0.00010,100,100,0,0.1000,0.99708282,0.11717090
