time,sel_coef,mu_prob,Ne,L,k_start,q_prob,mean_fitness,epistasis_coef
0,0.00100,0.00010,100,100,0,0.0010,1.00000000,2.00000000
1000,0.00100,0.00010,100,100,0,0.0010,1.00000000,1.99754618
2000,0.00100,0.00010,100,100,0,0.0010,1.00000000,1.99727564
3000,0.00100,0.00010,100,100,0,0.0010,1.00000000,1.99683435
4000,0.00100,0.00010,100,100,0,0.0010,1.00000000,1.99909502
5000,0.00100,0.00010,100,100,0,0.0010,1.00000000,2.00241965
6000,0.00100,0.00010,100,100,0,0.0010,1.00000000,2.00120863
7000,0.00100,0.00010,100,100,0,0.0010,1.00000000,2.00291544
8000,0.00100,0.00010,100,100,0,0.0010,0.99997001,2.00341057
9000,0.00100,0.00010,100,100,0,0.0010,0.99999000,2.00504711
10000,0.00100,0.00010,100,100,0,0.0010,0.99900050,2.00357549
11000,0.00100,0.00010,100,100,0,0.0010,0.99900050,2.00365524
12000,0.00100,0.00010,100,100,0,0.0010,0.99900050,2.00142246
13000,0.00100,0.00010,100,100,0,0.0010,0.99900050,2.00467270
14000,0.00100,0.00010,100,100,0,0.0010,0.99598723,2.00579998
15000,0.00100,0.00010,100,100,0,0.0010,0.99086173,2.00762441
16000,0.00100,0.00010,100,100,0,0.0010,0.99089964,2.01119745
17000,0.00100,0.00010,100,100,0,0.0010,0.99089043,2.01193110
18000,0.00100,0.00010,100,100,0,0.0010,0.99090901,2.00977184
19000,0.00100,0.00010,100,100,0,0.0010,0.99090620,2.00985101
20000,0.00100,0.00010,100,100,0,0.0010,0.99092907,2.00755828
21000,0.00100,0.00010,100,100,0,0.0010,0.99093954,2.00611248
22000,0.00100,0.00010,100,100,0,0.0010,0.98383255,2.00774597
23000,0.00100,0.00010,100,100,0,0.0010,0.98386572,2.00629284
24000,0.00100,0.00010,100,100,0,0.0010,0.98383698,2.00719464
25000,0.00100,0.00010,100,100,0,0.0010,0.97481888,2.00512772
26000,0.00100,0.00010,100,100,0,0.0010,0.97470568,2.00738231
27000,0.00100,0.00010,100,100,0,0.0010,0.97469651,2.00697399
28000,0.00100,0.00010,100,100,0,0.0010,0.97470812,2.00679876
29000,0.00100,0.00010,100,100,0,0.0010,0.97465431,2.00768288
30000,0.00100,0.00010,100,100,0,0.0010,0.97470498,2.00606551
31000,0.00100,0.00010,100,100,0,0.0010,0.97473498,2.00506134
32000,0.00100,0.00010,100,100,0,0.0010,0.97458717,2.00838259
33000,0.00100,0.00010,100,100,0,0.0010,0.97472213,2.00494858
34000,0.00100,0.00010,100,100,0,0.0010,0.97480661,2.00303293
35000,0.00100,0.00010,100,100,0,0.0010,0.97466349,2.00638351
36000,0.00100,0.00010,100,100,0,0.0010,0.97477852,2.00316533
37000,0.00100,0.00010,100,100,0,0.0010,0.97457476,2.00802155
38000,0.00100,0.00010,100,100,0,0.0010,0.96314946,2.01194480
39000,0.00100,0.00010,100,100,0,0.0010,0.96318434,2.01161359
40000,0.00100,0.00010,100,100,0,0.0010,0.96294417,2.01455283
41000,0.00100,0.00010,100,100,0,0.0010,0.96302823,2.01353780
42000,0.00100,0.00010,100,100,0,0.0010,0.96299502,2.01423764
43000,0.00100,0.00010,100,100,0,0.0010,0.96296960,2.01430457
44000,0.00100,0.00010,100,100,0,0.0010,0.95961081,2.01309748
45000,0.00100,0.00010,100,100,0,0.0010,0.96311426,2.01161286
46000,0.00100,0.00010,100,100,0,0.0010,0.96272292,2.01606068
47000,0.00100,0.00010,100,100,0,0.0010,0.96287993,2.01317156
48000,0.00100,0.00010,100,100,0,0.0010,0.96274748,2.01455989
49000,0.00100,0.00010,100,100,0,0.0010,0.96217901,2.01329736
50000,0.00100,0.00010,100,100,0,0.0010,0.96306639,2.00990252
51000,0.00100,0.00010,100,100,0,0.0010,0.96319226,2.00790562
52000,0.00100,0.00010,100,100,0,0.0010,0.96311162,2.00827533
53000,0.00100,0.00010,100,100,0,0.0010,0.96276950,2.01342875
54000,0.00100,0.00010,100,100,0,0.0010,0.96274993,2.01445207
55000,0.00100,0.00010,100,100,0,0.0010,0.96254122,2.01726233
56000,0.00100,0.00010,100,100,0,0.0010,0.95893450,2.01707046
57000,0.00100,0.00010,100,100,0,0.0010,0.96185143,2.01840174
58000,0.00100,0.00010,100,100,0,0.0010,0.96224258,2.01975074
59000,0.00100,0.00010,100,100,0,0.0010,0.96240730,2.01740731
60000,0.00100,0.00010,100,100,0,0.0010,0.96226874,2.01930008
61000,0.00100,0.00010,100,100,0,0.0010,0.96212746,2.02106068
62000,0.00100,0.00010,100,100,0,0.0010,0.96185432,2.02454598
63000,0.00100,0.00010,100,100,0,0.0010,0.96174484,2.02526884
64000,0.00100,0.00010,100,100,0,0.0010,0.96172961,2.02537337
65000,0.00100,0.00010,100,100,0,0.0010,0.96169583,2.02580375
66000,0.00100,0.00010,100,100,0,0.0010,0.96123625,2.02634956
67000,0.00100,0.00010,100,100,0,0.0010,0.96160136,2.02507685
68000,0.00100,0.00010,100,100,0,0.0010,0.96175788,2.02298768
69000,0.00100,0.00010,100,100,0,0.0010,0.96164782,2.02391816
70000,0.00100,0.00010,100,100,0,0.0010,0.94778116,2.02213453
71000,0.00100,0.00010,100,100,0,0.0010,0.94749081,2.02383729
72000,0.00100,0.00010,100,100,0,0.0010,0.94715172,2.02703028
73000,0.00100,0.00010,100,100,0,0.0010,0.94697195,2.02803149
74000,0.00100,0.00010,100,100,0,0.0010,0.94707034,2.02625287
75000,0.00100,0.00010,100,100,0,0.0010,0.94671314,2.02883175
76000,0.00100,0.00010,100,100,0,0.0010,0.94699173,2.02575940
77000,0.00100,0.00010,100,100,0,0.0010,0.94682807,2.02735613
78000,0.00100,0.00010,100,100,0,0.0010,0.94656681,2.02935069
79000,0.00100,0.00010,100,100,0,0.0010,0.94609865,2.02862860
80000,0.00100,0.00010,100,100,0,0.0010,0.94625311,2.02965759
81000,0.00100,0.00010,100,100,0,0.0010,0.94631540,2.02890076
82000,0.00100,0.00010,100,100,0,0.0010,0.94599826,2.03176888
83000,0.00100,0.00010,100,100,0,0.0010,0.93623328,2.03373862
84000,0.00100,0.00010,100,100,0,0.0010,0.94575495,2.03299039
85000,0.00100,0.00010,100,100,0,0.0010,0.94623394,2.02923481
86000,0.00100,0.00010,100,100,0,0.0010,0.94621461,2.02913742
87000,0.00100,0.00010,100,100,0,0.0010,0.92934621,2.03014090
88000,0.00100,0.00010,100,100,0,0.0010,0.92893388,2.03248261
89000,0.00100,0.00010,100,100,0,0.0010,0.92429010,2.03328123
90000,0.00100,0.00010,100,100,0,0.0010,0.92920890,2.03053637
91000,0.00100,0.00010,100,100,0,0.0010,0.91048131,2.02990025
92000,0.00100,0.00010,100,100,0,0.0010,0.91072716,2.02823023
93000,0.00100,0.00010,100,100,0,0.0010,0.91091114,2.02627751
94000,0.00100,0.00010,100,100,0,0.0010,0.91155347,2.02454943
95000,0.00100,0.00010,100,100,0,0.0010,0.91188780,2.02163851
96000,0.00100,0.00010,100,100,0,0.0010,0.91181577,2.02243291
97000,0.00100,0.00010,100,100,0,0.0010,0.91191715,2.02244820
98000,0.00100,0.00010,100,100,0,0.0010,0.91173175,2.02246172
99000,0.00100,0.00010,100,100,0,0.0010,0.91171200,2.02237585
100000,0.00100,0.00010,100,100,0,0.0010,0.91158345,2.02159022
101000,0.00100,0.00010,100,100,0,0.0010,0.91114413,2.02362616
102000,0.00100,0.00010,100,100,0,0.0010,0.91088051,2.02386834
103000,0.00100,0.00010,100,100,0,0.0010,0.91031301,2.02640469
