time,sel_coef,mu_prob,Ne,L,k_start,q_prob,mean_fitness,epistasis_coef
0,0.00100,0.00010,100,100,0,0.1000,1.00000000,0.99968636
1000,0.00100,0.00010,100,100,0,0.1000,1.00000000,1.01827936
2000,0.00100,0.00010,100,100,0,0.1000,0.99900050,1.01081038
3000,0.00100,0.00010,100,100,0,0.1000,0.99900050,1.02085831
4000,0.00100,0.00010,100,100,0,0.1000,0.99795390,1.02146432
5000,0.00100,0.00010,100,100,0,0.1000,0.99794752,1.02183376
6000,0.00100,0.00010,100,100,0,0.1000,0.99795471,1.01256813
7000,0.00100,0.00010,100,100,0,0.1000,0.99796063,1.00190650
8000,0.00100,0.00010,100,100,0,0.1000,0.99797205,0.99163078
9000,0.00100,0.00010,100,100,0,0.1000,0.99796972,0.98950472
10000,0.00100,0.00010,100,100,0,0.1000,0.99798270,0.98034432
11000,0.00100,0.00010,100,100,0,0.1000,0.99797885,0.98157268
12000,0.00100,0.00010,100,100,0,0.1000,0.99798367,0.97744010
13000,0.00100,0.00010,100,100,0,0.1000,0.99797402,0.98054717
14000,0.00100,0.00010,100,100,0,0.1000,0.99795703,0.99239142
15000,0.00100,0.00010,100,100,0,0.1000,0.99793940,1.00168660
16000,0.00100,0.00010,100,100,0,0.1000,0.99792951,1.00192523
17000,0.00100,0.00010,100,100,0,0.1000,0.99791443,1.00626683
18000,0.00100,0.00010,100,100,0,0.1000,0.99788467,1.01380976
19000,0.00100,0.00010,100,100,0,0.1000,0.99785516,1.02113098
20000,0.00100,0.00010,100,100,0,0.1000,0.99788749,1.00393438
21000,0.00100,0.00010,100,100,0,0.1000,0.99783603,1.01404539
22000,0.00100,0.00010,100,100,0,0.1000,0.99781820,1.00191375
23000,0.00100,0.00010,100,100,0,0.1000,0.99587374,0.99481993
24000,0.00100,0.00010,100,100,0,0.1000,0.99417315,1.00918614
25000,0.00100,0.00010,100,100,0,0.1000,0.99342563,1.00801813
26000,0.00100,0.00010,100,100,0,0.1000,0.98997717,1.04223314
