time,sel_coef,mu_prob,Ne,L,k_start,q_prob,mean_fitness,epistasis_coef
0,0.00100,0.00010,100,100,0,0.0010,1.00000000,0.40000000
1000,0.00100,0.00010,100,100,0,0.0010,1.00000000,0.39950924
2000,0.00100,0.00010,100,100,0,0.0010,1.00000000,0.39945513
3000,0.00100,0.00010,100,100,0,0.0010,1.00000000,0.39936687
4000,0.00100,0.00010,100,100,0,0.0010,1.00000000,0.39981900
5000,0.00100,0.00010,100,100,0,0.0010,1.00000000,0.40048393
6000,0.00100,0.00010,100,100,0,0.0010,1.00000000,0.40024173
7000,0.00100,0.00010,100,100,0,0.0010,1.00000000,0.40058309
8000,0.00100,0.00010,100,100,0,0.0010,0.99997001,0.40068211
9000,0.00100,0.00010,100,100,0,0.0010,0.99999000,0.40100942
10000,0.00100,0.00010,100,100,0,0.0010,0.99900050,0.40071510
11000,0.00100,0.00010,100,100,0,0.0010,0.99900050,0.40073105
12000,0.00100,0.00010,100,100,0,0.0010,0.99900050,0.40028449
13000,0.00100,0.00010,100,100,0,0.0010,0.99900050,0.40093454
14000,0.00100,0.00010,100,100,0,0.0010,0.99868024,0.40116000
15000,0.00100,0.00010,100,100,0,0.0010,0.99844461,0.40152488
16000,0.00100,0.00010,100,100,0,0.0010,0.99844533,0.40223949
17000,0.00100,0.00010,100,100,0,0.0010,0.99844507,0.40238622
18000,0.00100,0.00010,100,100,0,0.0010,0.99844578,0.40195437
19000,0.00100,0.00010,100,100,0,0.0010,0.99844574,0.40197020
20000,0.00100,0.00010,100,100,0,0.0010,0.99844653,0.40151166
21000,0.00100,0.00010,100,100,0,0.0010,0.99844699,0.40122250
22000,0.00100,0.00010,100,100,0,0.0010,0.99825613,0.40154919
23000,0.00100,0.00010,100,100,0,0.0010,0.99825684,0.40125857
24000,0.00100,0.00010,100,100,0,0.0010,0.99825636,0.40143893
25000,0.00100,0.00010,100,100,0,0.0010,0.99809412,0.40102554
26000,0.00100,0.00010,100,100,0,0.0010,0.99809267,0.40147646
27000,0.00100,0.00010,100,100,0,0.0010,0.99809284,0.40139480
28000,0.00100,0.00010,100,100,0,0.0010,0.99809297,0.40135975
29000,0.00100,0.00010,100,100,0,0.0010,0.99794735,0.40153658
30000,0.00100,0.00010,100,100,0,0.0010,0.99781745,0.40121310
31000,0.00100,0.00010,100,100,0,0.0010,0.99781824,0.40101227
32000,0.00100,0.00010,100,100,0,0.0010,0.99781533,0.40167652
33000,0.00100,0.00010,100,100,0,0.0010,0.99781823,0.40098972
34000,0.00100,0.00010,100,100,0,0.0010,0.99781989,0.40060659
35000,0.00100,0.00010,100,100,0,0.0010,0.99781700,0.40127670
36000,0.00100,0.00010,100,100,0,0.0010,0.99782009,0.40052299
37000,0.00100,0.00010,100,100,0,0.0010,0.99781588,0.40148521
38000,0.00100,0.00010,100,100,0,0.0010,0.99781315,0.40211881
39000,0.00100,0.00010,100,100,0,0.0010,0.99781351,0.40204054
40000,0.00100,0.00010,100,100,0,0.0010,0.99781212,0.40236380
41000,0.00100,0.00010,100,100,0,0.0010,0.99781339,0.40205087
42000,0.00100,0.00010,100,100,0,0.0010,0.99769275,0.40201083
43000,0.00100,0.00010,100,100,0,0.0010,0.99769105,0.40235237
44000,0.00100,0.00010,100,100,0,0.0010,0.99769260,0.40201470
45000,0.00100,0.00010,100,100,0,0.0010,0.99769555,0.40141000
46000,0.00100,0.00010,100,100,0,0.0010,0.99769330,0.40185225
47000,0.00100,0.00010,100,100,0,0.0010,0.99769627,0.40123746
48000,0.00100,0.00010,100,100,0,0.0010,0.99769483,0.40151377
49000,0.00100,0.00010,100,100,0,0.0010,0.99768311,0.40137211
50000,0.00100,0.00010,100,100,0,0.0010,0.99769691,0.40106939
51000,0.00100,0.00010,100,100,0,0.0010,0.99758758,0.40060123
52000,0.00100,0.00010,100,100,0,0.0010,0.99758687,0.40072138
53000,0.00100,0.00010,100,100,0,0.0010,0.99758255,0.40146747
54000,0.00100,0.00010,100,100,0,0.0010,0.99758237,0.40152563
55000,0.00100,0.00010,100,100,0,0.0010,0.99757942,0.40207834
56000,0.00100,0.00010,100,100,0,0.0010,0.99757823,0.40229362
57000,0.00100,0.00010,100,100,0,0.0010,0.99757515,0.40268273
58000,0.00100,0.00010,100,100,0,0.0010,0.99757356,0.40317839
59000,0.00100,0.00010,100,100,0,0.0010,0.99757966,0.40201787
60000,0.00100,0.00010,100,100,0,0.0010,0.99757635,0.40262014
61000,0.00100,0.00010,100,100,0,0.0010,0.99757414,0.40304218
62000,0.00100,0.00010,100,100,0,0.0010,0.99756949,0.40388243
63000,0.00100,0.00010,100,100,0,0.0010,0.99756909,0.40396492
64000,0.00100,0.00010,100,100,0,0.0010,0.99746067,0.40434538
65000,0.00100,0.00010,100,100,0,0.0010,0.99756470,0.40472850
66000,0.00100,0.00010,100,100,0,0.0010,0.99752187,0.40483988
67000,0.00100,0.00010,100,100,0,0.0010,0.99756206,0.40493731
68000,0.00100,0.00010,100,100,0,0.0010,0.99754963,0.40504565
69000,0.00100,0.00010,100,100,0,0.0010,0.99756066,0.40526229
70000,0.00100,0.00010,100,100,0,0.0010,0.99756246,0.40492665
71000,0.00100,0.00010,100,100,0,0.0010,0.99756058,0.40525210
72000,0.00100,0.00010,100,100,0,0.0010,0.99755722,0.40587781
73000,0.00100,0.00010,100,100,0,0.0010,0.99745067,0.40569775
74000,0.00100,0.00010,100,100,0,0.0010,0.99745248,0.40538349
75000,0.00100,0.00010,100,100,0,0.0010,0.99744858,0.40601471
76000,0.00100,0.00010,100,100,0,0.0010,0.99744770,0.40614460
77000,0.00100,0.00010,100,100,0,0.0010,0.99744973,0.40581671
78000,0.00100,0.00010,100,100,0,0.0010,0.99745042,0.40572226
79000,0.00100,0.00010,100,100,0,0.0010,0.99744774,0.40558608
80000,0.00100,0.00010,100,100,0,0.0010,0.99744971,0.40575768
81000,0.00100,0.00010,100,100,0,0.0010,0.99745055,0.40561559
82000,0.00100,0.00010,100,100,0,0.0010,0.99744526,0.40649715
83000,0.00100,0.00010,100,100,0,0.0010,0.99744414,0.40669923
84000,0.00100,0.00010,100,100,0,0.0010,0.99744526,0.40650715
85000,0.00100,0.00010,100,100,0,0.0010,0.99744853,0.40594602
86000,0.00100,0.00010,100,100,0,0.0010,0.99744960,0.40575838
87000,0.00100,0.00010,100,100,0,0.0010,0.99743798,0.40578949
88000,0.00100,0.00010,100,100,0,0.0010,0.99744848,0.40592727
89000,0.00100,0.00010,100,100,0,0.0010,0.99744585,0.40621187
90000,0.00100,0.00010,100,100,0,0.0010,0.99744872,0.40585362
91000,0.00100,0.00010,100,100,0,0.0010,0.99745194,0.40526388
92000,0.00100,0.00010,100,100,0,0.0010,0.99744993,0.40560307
93000,0.00100,0.00010,100,100,0,0.0010,0.99744949,0.40563659
94000,0.00100,0.00010,100,100,0,0.0010,0.99744861,0.40575396
95000,0.00100,0.00010,100,100,0,0.0010,0.99744890,0.40569259
96000,0.00100,0.00010,100,100,0,0.0010,0.99744549,0.40624232
97000,0.00100,0.00010,100,100,0,0.0010,0.99744372,0.40656977
98000,0.00100,0.00010,100,100,0,0.0010,0.99744554,0.40621756
99000,0.00100,0.00010,100,100,0,0.0010,0.99744504,0.40630373
100000,0.00100,0.00010,100,100,0,0.0010,0.99744653,0.40603187
101000,0.00100,0.00010,100,100,0,0.0010,0.99744328,0.40650625
102000,0.00100,0.00010,100,100,0,0.0010,0.99744110,0.40688197
103000,0.00100,0.00010,100,100,0,0.0010,0.99744089,0.40690991
104000,0.00100,0.00010,100,100,0,0.0010,0.99744539,0.40616885
105000,0.00100,0.00010,100,100,0,0.0010,0.99744143,0.40682520
106000,0.00100,0.00010,100,100,0,0.0010,0.99744256,0.40660785
107000,0.00100,0.00010,100,100,0,0.0010,0.99744158,0.40673434
108000,0.00100,0.00010,100,100,0,0.0010,0.99744128,0.40676581
109000,0.00100,0.00010,100,100,0,0.0010,0.99743887,0.40715242
110000,0.00100,0.00010,100,100,0,0.0010,0.99743628,0.40757092
111000,0.00100,0.00010,100,100,0,0.0010,0.99743825,0.40724228
112000,0.00100,0.00010,100,100,0,0.0010,0.99733412,0.40750960
113000,0.00100,0.00010,100,100,0,0.0010,0.99733388,0.40756684
114000,0.00100,0.00010,100,100,0,0.0010,0.99733238,0.40776301
115000,0.00100,0.00010,100,100,0,0.0010,0.99732061,0.40828289
116000,0.00100,0.00010,100,100,0,0.0010,0.99733032,0.40809569
117000,0.00100,0.00010,100,100,0,0.0010,0.99733081,0.40789057
118000,0.00100,0.00010,100,100,0,0.0010,0.99732952,0.40803582
119000,0.00100,0.00010,100,100,0,0.0010,0.99732237,0.40872011
120000,0.00100,0.00010,100,100,0,0.0010,0.99732055,0.40935477
121000,0.00100,0.00010,100,100,0,0.0010,0.99724745,0.40993079
122000,0.00100,0.00010,100,100,0,0.0010,0.99721425,0.41049802
123000,0.00100,0.00010,100,100,0,0.0010,0.99721539,0.41038284
124000,0.00100,0.00010,100,100,0,0.0010,0.99721441,0.41047226
125000,0.00100,0.00010,100,100,0,0.0010,0.99720717,0.41153924
126000,0.00100,0.00010,100,100,0,0.0010,0.99720307,0.41205403
127000,0.00100,0.00010,100,100,0,0.0010,0.99710795,0.41200731
128000,0.00100,0.00010,100,100,0,0.0010,0.99710623,0.41222616
129000,0.00100,0.00010,100,100,0,0.0010,0.99710666,0.41216354
130000,0.00100,0.00010,100,100,0,0.0010,0.99710412,0.41246769
131000,0.00100,0.00010,100,100,0,0.0010,0.99709912,0.41255453
132000,0.00100,0.00010,100,100,0,0.0010,0.99710182,0.41260648
133000,0.00100,0.00010,100,100,0,0.0010,0.99710218,0.41257376
134000,0.00100,0.00010,100,100,0,0.0010,0.99709295,0.41372551
135000,0.00100,0.00010,100,100,0,0.0010,0.99709004,0.41397390
136000,0.00100,0.00010,100,100,0,0.0010,0.99708467,0.41456325
137000,0.00100,0.00010,100,100,0,0.0010,0.99709125,0.41365396
138000,0.00100,0.00010,100,100,0,0.0010,0.99709430,0.41326410
139000,0.00100,0.00010,100,100,0,0.0010,0.99709636,0.41293966
140000,0.00100,0.00010,100,100,0,0.0010,0.99710209,0.41227049
141000,0.00100,0.00010,100,100,0,0.0010,0.99710620,0.41176377
142000,0.00100,0.00010,100,100,0,0.0010,0.99710845,0.41138994
143000,0.00100,0.00010,100,100,0,0.0010,0.99711373,0.41070224
144000,0.00100,0.00010,100,100,0,0.0010,0.99711363,0.41073695
145000,0.00100,0.00010,100,100,0,0.0010,0.99711001,0.41122730
146000,0.00100,0.00010,100,100,0,0.0010,0.99701744,0.41152445
147000,0.00100,0.00010,100,100,0,0.0010,0.99701936,0.41126658
148000,0.00100,0.00010,100,100,0,0.0010,0.99701376,0.41190552
149000,0.00100,0.00010,100,100,0,0.0010,0.99700525,0.41287602
150000,0.00100,0.00010,100,100,0,0.0010,0.99700945,0.41251427
151000,0.00100,0.00010,100,100,0,0.0010,0.99700213,0.41336706
152000,0.00100,0.00010,100,100,0,0.0010,0.99699841,0.41381854
153000,0.00100,0.00010,100,100,0,0.0010,0.99699324,0.41453134
154000,0.00100,0.00010,100,100,0,0.0010,0.99699878,0.41385433
155000,0.00100,0.00010,100,100,0,0.0010,0.99699694,0.41408829
156000,0.00100,0.00010,100,100,0,0.0010,0.99699376,0.41449273
157000,0.00100,0.00010,100,100,0,0.0010,0.99690181,0.41484381
158000,0.00100,0.00010,100,100,0,0.0010,0.99681720,0.41470305
159000,0.00100,0.00010,100,100,0,0.0010,0.99681797,0.41462597
160000,0.00100,0.00010,100,100,0,0.0010,0.99681666,0.41476215
161000,0.00100,0.00010,100,100,0,0.0010,0.99682008,0.41444066
162000,0.00100,0.00010,100,100,0,0.0010,0.99682960,0.41338416
163000,0.00100,0.00010,100,100,0,0.0010,0.99683173,0.41327814
164000,0.00100,0.00010,100,100,0,0.0010,0.99674924,0.41334774
165000,0.00100,0.00010,100,100,0,0.0010,0.99674832,0.41336385
166000,0.00100,0.00010,100,100,0,0.0010,0.99674894,0.41324238
167000,0.00100,0.00010,100,100,0,0.0010,0.99666924,0.41324670
168000,0.00100,0.00010,100,100,0,0.0010,0.99666484,0.41368907
169000,0.00100,0.00010,100,100,0,0.0010,0.99666622,0.41362124
170000,0.00100,0.00010,100,100,0,0.0010,0.99666221,0.41401102
171000,0.00100,0.00010,100,100,0,0.0010,0.99665880,0.41426866
172000,0.00100,0.00010,100,100,0,0.0010,0.99666007,0.41404885
173000,0.00100,0.00010,100,100,0,0.0010,0.99666967,0.41309099
174000,0.00100,0.00010,100,100,0,0.0010,0.99666717,0.41332890
175000,0.00100,0.00010,100,100,0,0.0010,0.99666574,0.41335081
176000,0.00100,0.00010,100,100,0,0.0010,0.99665403,0.41441424
177000,0.00100,0.00010,100,100,0,0.0010,0.99658029,0.41409326
178000,0.00100,0.00010,100,100,0,0.0010,0.99657045,0.41428163
179000,0.00100,0.00010,100,100,0,0.0010,0.99658070,0.41396175
180000,0.00100,0.00010,100,100,0,0.0010,0.99658313,0.41382782
181000,0.00100,0.00010,100,100,0,0.0010,0.99658590,0.41359661
182000,0.00100,0.00010,100,100,0,0.0010,0.99658460,0.41375458
183000,0.00100,0.00010,100,100,0,0.0010,0.99658371,0.41383180
184000,0.00100,0.00010,100,100,0,0.0010,0.99657955,0.41427115
185000,0.00100,0.00010,100,100,0,0.0010,0.99658677,0.41345662
186000,0.00100,0.00010,100,100,0,0.0010,0.99658122,0.41395114
187000,0.00100,0.00010,100,100,0,0.0010,0.99658283,0.41370177
188000,0.00100,0.00010,100,100,0,0.0010,0.99658707,0.41329611
189000,0.00100,0.00010,100,100,0,0.0010,0.99658530,0.41345648
190000,0.00100,0.00010,100,100,0,0.0010,0.99658733,0.41329248
191000,0.00100,0.00010,100,100,0,0.0010,0.99658434,0.41352423
192000,0.00100,0.00010,100,100,0,0.0010,0.99658311,0.41361054
193000,0.00100,0.00010,100,100,0,0.0010,0.99658339,0.41370939
194000,0.00100,0.00010,100,100,0,0.0010,0.99658765,0.41332288
195000,0.00100,0.00010,100,100,0,0.0010,0.99658247,0.41373724
196000,0.00100,0.00010,100,100,0,0.0010,0.99657441,0.41455580
197000,0.00100,0.00010,100,100,0,0.0010,0.99657039,0.41491355
198000,0.00100,0.00010,100,100,0,0.0010,0.99656873,0.41501603
199000,0.00100,0.00010,100,100,0,0.0010,0.99655700,0.41534484
200000,0.00100,0.00010,100,100,0,0.0010,0.99656660,0.41509274
201000,0.00100,0.00010,100,100,0,0.0010,0.99657022,0.41465403
202000,0.00100,0.00010,100,100,0,0.0010,0.99657333,0.41426920
203000,0.00100,0.00010,100,100,0,0.0010,0.99657575,0.41404274
204000,0.00100,0.00010,100,100,0,0.0010,0.99657204,0.41439859
205000,0.00100,0.00010,100,100,0,0.0010,0.99656769,0.41486103
206000,0.00100,0.00010,100,100,0,0.0010,0.99657200,0.41440773
207000,0.00100,0.00010,100,100,0,0.0010,0.99657209,0.41447716
208000,0.00100,0.00010,100,100,0,0.0010,0.99656928,0.41485108
209000,0.00100,0.00010,100,100,0,0.0010,0.99657606,0.41417411
210000,0.00100,0.00010,100,100,0,0.0010,0.99657686,0.41397961
211000,0.00100,0.00010,100,100,0,0.0010,0.99657866,0.41375693
212000,0.00100,0.00010,100,100,0,0.0010,0.99657799,0.41396661
213000,0.00100,0.00010,100,100,0,0.0010,0.99657689,0.41405220
214000,0.00100,0.00010,100,100,0,0.0010,0.99658098,0.41365221
215000,0.00100,0.00010,100,100,0,0.0010,0.99658632,0.41311073
216000,0.00100,0.00010,100,100,0,0.0010,0.99658459,0.41316872
217000,0.00100,0.00010,100,100,0,0.0010,0.99658297,0.41330377
218000,0.00100,0.00010,100,100,0,0.0010,0.99658726,0.41290434
219000,0.00100,0.00010,100,100,0,0.0010,0.99658566,0.41308214
220000,0.00100,0.00010,100,100,0,0.0010,0.99658465,0.41310978
221000,0.00100,0.00010,100,100,0,0.0010,0.99658953,0.41266046
222000,0.00100,0.00010,100,100,0,0.0010,0.99658393,0.41309958
223000,0.00100,0.00010,100,100,0,0.0010,0.99657888,0.41356177
224000,0.00100,0.00010,100,100,0,0.0010,0.99657608,0.41376016
225000,0.00100,0.00010,100,100,0,0.0010,0.99656873,0.41438245
226000,0.00100,0.00010,100,100,0,0.0010,0.99656980,0.41428808
227000,0.00100,0.00010,100,100,0,0.0010,0.99657031,0.41425854
228000,0.00100,0.00010,100,100,0,0.0010,0.99656289,0.41500744
229000,0.00100,0.00010,100,100,0,0.0010,0.99656086,0.41513108
230000,0.00100,0.00010,100,100,0,0.0010,0.99656152,0.41510944
231000,0.00100,0.00010,100,100,0,0.0010,0.99656433,0.41483755
232000,0.00100,0.00010,100,100,0,0.0010,0.99656933,0.41434622
233000,0.00100,0.00010,100,100,0,0.0010,0.99648648,0.41498653
234000,0.00100,0.00010,100,100,0,0.0010,0.99648441,0.41503875
235000,0.00100,0.00010,100,100,0,0.0010,0.99647920,0.41551192
236000,0.00100,0.00010,100,100,0,0.0010,0.99648533,0.41488731
237000,0.00100,0.00010,100,100,0,0.0010,0.99647521,0.41565620
238000,0.00100,0.00010,100,100,0,0.0010,0.99647923,0.41536107
239000,0.00100,0.00010,100,100,0,0.0010,0.99647479,0.41573452
240000,0.00100,0.00010,100,100,0,0.0010,0.99647612,0.41546657
241000,0.00100,0.00010,100,100,0,0.0010,0.99647535,0.41553141
242000,0.00100,0.00010,100,100,0,0.0010,0.99648055,0.41527961
243000,0.00100,0.00010,100,100,0,0.0010,0.99647993,0.41531379
244000,0.00100,0.00010,100,100,0,0.0010,0.99647845,0.41546498
245000,0.00100,0.00010,100,100,0,0.0010,0.99648041,0.41511827
246000,0.00100,0.00010,100,100,0,0.0010,0.99647394,0.41554819
247000,0.00100,0.00010,100,100,0,0.0010,0.99647743,0.41532814
248000,0.00100,0.00010,100,100,0,0.0010,0.99647737,0.41546203
249000,0.00100,0.00010,100,100,0,0.0010,0.99647790,0.41524014
250000,0.00100,0.00010,100,100,0,0.0010,0.99646971,0.41593226
251000,0.00100,0.00010,100,100,0,0.0010,0.99646867,0.41599856
252000,0.00100,0.00010,100,100,0,0.0010,0.99640474,0.41508900
253000,0.00100,0.00010,100,100,0,0.0010,0.99641385,0.41417547
254000,0.00100,0.00010,100,100,0,0.0010,0.99640315,0.41511741
255000,0.00100,0.00010,100,100,0,0.0010,0.99640948,0.41449815
256000,0.00100,0.00010,100,100,0,0.0010,0.99640733,0.41447069
257000,0.00100,0.00010,100,100,0,0.0010,0.99639976,0.41510801
258000,0.00100,0.00010,100,100,0,0.0010,0.99647456,0.41522200
259000,0.00100,0.00010,100,100,0,0.0010,0.99646720,0.41572309
260000,0.00100,0.00010,100,100,0,0.0010,0.99647015,0.41549092
261000,0.00100,0.00010,100,100,0,0.0010,0.99646959,0.41557229
262000,0.00100,0.00010,100,100,0,0.0010,0.99647064,0.41551081
263000,0.00100,0.00010,100,100,0,0.0010,0.99647445,0.41514664
264000,0.00100,0.00010,100,100,0,0.0010,0.99647678,0.41499303
265000,0.00100,0.00010,100,100,0,0.0010,0.99647878,0.41477557
266000,0.00100,0.00010,100,100,0,0.0010,0.99648039,0.41470842
267000,0.00100,0.00010,100,100,0,0.0010,0.99648310,0.41428051
268000,0.00100,0.00010,100,100,0,0.0010,0.99648293,0.41426960
269000,0.00100,0.00010,100,100,0,0.0010,0.99648056,0.41459896
270000,0.00100,0.00010,100,100,0,0.0010,0.99647865,0.41476566
271000,0.00100,0.00010,100,100,0,0.0010,0.99647516,0.41487873
272000,0.00100,0.00010,100,100,0,0.0010,0.99647859,0.41455467
273000,0.00100,0.00010,100,100,0,0.0010,0.99647850,0.41450845
274000,0.00100,0.00010,100,100,0,0.0010,0.99640163,0.41510150
275000,0.00100,0.00010,100,100,0,0.0010,0.99639752,0.41544283
276000,0.00100,0.00010,100,100,0,0.0010,0.99638776,0.41623546
277000,0.00100,0.00010,100,100,0,0.0010,0.99638508,0.41637334
