time,sel_coef,mu_prob,Ne,L,k_start,q_prob,mean_fitness,epistasis_coef
0,0.00100,0.00010,100,100,0,0.0010,1.00000000,1.80000000
1000,0.00100,0.00010,100,100,0,0.0010,1.00000000,1.79779157
2000,0.00100,0.00010,100,100,0,0.0010,1.00000000,1.79754808
3000,0.00100,0.00010,100,100,0,0.0010,1.00000000,1.79715091
4000,0.00100,0.00010,100,100,0,0.0010,1.00000000,1.79918552
5000,0.00100,0.00010,100,100,0,0.0010,1.00000000,1.80217769
6000,0.00100,0.00010,100,100,0,0.0010,1.00000000,1.80108777
7000,0.00100,0.00010,100,100,0,0.0010,1.00000000,1.80262390
8000,0.00100,0.00010,100,100,0,0.0010,0.99997001,1.80306951
9000,0.00100,0.00010,100,100,0,0.0010,0.99999000,1.80454240
10000,0.00100,0.00010,100,100,0,0.0010,0.99900050,1.80321794
11000,0.00100,0.00010,100,100,0,0.0010,0.99900050,1.80328972
12000,0.00100,0.00010,100,100,0,0.0010,0.99900050,1.80128022
13000,0.00100,0.00010,100,100,0,0.0010,0.99900050,1.80420543
14000,0.00100,0.00010,100,100,0,0.0010,0.99650795,1.80521998
15000,0.00100,0.00010,100,100,0,0.0010,0.99267608,1.80686197
16000,0.00100,0.00010,100,100,0,0.0010,0.99270175,1.81007770
17000,0.00100,0.00010,100,100,0,0.0010,0.99269523,1.81073799
18000,0.00100,0.00010,100,100,0,0.0010,0.99270886,1.80879465
19000,0.00100,0.00010,100,100,0,0.0010,0.99270698,1.80886591
20000,0.00100,0.00010,100,100,0,0.0010,0.99272350,1.80680245
21000,0.00100,0.00010,100,100,0,0.0010,0.99273134,1.80550124
22000,0.00100,0.00010,100,100,0,0.0010,0.98775417,1.80697137
23000,0.00100,0.00010,100,100,0,0.0010,0.98777677,1.80566355
24000,0.00100,0.00010,100,100,0,0.0010,0.98775775,1.80647518
25000,0.00100,0.00010,100,100,0,0.0010,0.98173946,1.80461495
26000,0.00100,0.00010,100,100,0,0.0010,0.98166679,1.80664408
27000,0.00100,0.00010,100,100,0,0.0010,0.98166238,1.80627659
28000,0.00100,0.00010,100,100,0,0.0010,0.98166986,1.80611888
29000,0.00100,0.00010,100,100,0,0.0010,0.98163584,1.80691459
30000,0.00100,0.00010,100,100,0,0.0010,0.98166994,1.80545896
31000,0.00100,0.00010,100,100,0,0.0010,0.98169011,1.80455521
32000,0.00100,0.00010,100,100,0,0.0010,0.98159405,1.80754434
33000,0.00100,0.00010,100,100,0,0.0010,0.98168258,1.80445372
34000,0.00100,0.00010,100,100,0,0.0010,0.98173739,1.80272964
35000,0.00100,0.00010,100,100,0,0.0010,0.98164411,1.80574516
36000,0.00100,0.00010,100,100,0,0.0010,0.98172023,1.80284880
37000,0.00100,0.00010,100,100,0,0.0010,0.98158737,1.80721939
38000,0.00100,0.00010,100,100,0,0.0010,0.97425217,1.81075032
39000,0.00100,0.00010,100,100,0,0.0010,0.97427309,1.81045223
